iter	Passed	Remaining
217	14994	19396
218	15048	19308
219	15101	19219
220	15153	19130
221	15210	19046
222	15263	18959
223	15309	18863
224	15370	18786
225	15414	18688
226	15468	18603
227	15530	18528
228	15578	18435
229	15631	18349
230	15678	18257
231	15728	18169
232	15775	18077
233	15850	18017
234	15928	17962
235	16008	17907
236	16079	17843
237	16132	17758
238	16204	17695
239	16281	17638
240	16346	17567
241	16409	17494
242	16460	17408
243	16518	17331
244	16569	17245
245	16627	17168
246	16771	17179
247	16887	17160
248	16978	17114
249	17073	17073
250	17166	17029
251	17253	16979
252	17329	16918
253	17403	16855
254	17460	16775
255	17520	16699
256	17576	16619
257	17621	16528
258	17685	16456
259	17734	16369
260	17784	16285
261	17845	16210
262	17891	16122
263	17940	16038
264	17994	15957
265	18044	15873
266	18097	15792
267	18161	15721
268	18230	15654
269	18306	15594
270	18354	15509
271	18402	15425
272	18451	15342
273	18515	15271
274	18561	15187
275	18607	15101
276	18669	15030
277	18720	14949
278	18766	14864
279	18864	14822
280	18958	14775
281	19053	14729
282	19157	14689
283	19246	14638
284	19327	14580
285	19423	14533
286	19488	14463
287	19542	14385
288	19594	14306
289	19646	14226
290	19697	14147
291	19746	14065
292	19802	13990
293	19864	13918
294	19937	13855
295	20014	13793
296	20082	13726
297	20147	13656
298	20353	13682
299	20435	13623
300	20509	13559
301	20579	13492
302	20659	13432
303	20745	13375
304	20810	13304
305	20878	13236
306	20940	13164
307	20995	13087
308	21054	13014
309	21115	12941
310	21179	12871
311	21266	12814
312	21348	12754
313	21440	12700
314	21531	12645
315	21610	12583
316	21705	12530
317	21784	12467
318	21858	12402
319	21921	12330
320	21990	12262
321	22041	12184
322	22094	12107
323	22161	12038
324	22220	11965
325	22275	11889
326	22321	11809
327	22380	11735
328	22444	11665
329	22500	11591
330	22587	11532
331	22686	11479
332	22779	11424
333	22851	11357
334	22926	11291
335	22998	11225
336	23057	11152
337	23146	11093
338	23193	11015
339	23239	10936
340	23286	10858
341	23332	10779
342	23377	10700
343	23432	10626
344	23484	10550
345	23537	10476
346	23588	10400
347	23640	10325
348	23689	10249
349	23747	10177
350	23847	10123
351	23969	10077
352	24028	10006
353	24100	9939
354	24163	9869
355	24225	9799
356	24286	9728
357	24350	9658
358	24436	9597
359	24514	9533
360	24604	9473
361	24696	9414
362	24780	9352
363	24846	9283
364	24906	9211
365	24977	9144
366	25051	9078
367	25120	9010
368	25190	8943
369	25272	8879
370	25338	8810
371	25406	8742
372	25455	8667
373	25510	8594
374	25576	8525
375	25632	8453
376	25681	8378
377	25751	8311
378	25803	8238
379	25860	8166
380	25909	8092
381	25954	8017
382	26005	7944
383	26069	7875
384	26151	7811
385	26223	7744
386	26274	7671
387	26316	7596
388	26362	7522
389	26414	7450
390	26457	7375
391	26508	7303
392	26557	7230
393	26610	7159
394	26666	7088
395	26718	7017
396	26771	6945
397	26829	6875
398	26878	6803
399	26934	6733
400	26984	6662
401	27033	6590
402	27084	6519
403	27137	6448
404	27185	6376
405	27233	6305
406	27285	6234
407	27334	6163
408	27401	6096
409	27487	6033
410	27568	5969
411	27664	5908
412	27743	5844
413	27826	5780
414	27933	5721
415	27987	5651
416	28047	5582
417	28103	5513
418	28166	5445
419	28219	5375
420	28280	5306
421	28326	5235
422	28389	5167
423	28510	5110
424	28583	5044
425	28632	4973
426	28682	4903
427	28730	4833
428	28782	4763
429	28827	4692
430	28877	4623
431	28927	4553
432	28990	4485
433	29048	4417
434	29117	4350
435	29172	4282
436	29221	4212
437	29277	4144
438	29326	4074
439	29385	4007
440	29459	3941
441	29514	3872
442	29605	3809
443	29691	3744
444	29742	3676
445	29786	3606
446	29832	3537
447	29893	3469
448	29943	3401
449	30001	3333
450	30072	3267
451	30128	3199
452	30183	3131
453	30251	3065
454	30306	2997
455	30374	2930
456	30459	2865
457	30555	2802
458	30641	2737
459	30751	2674
460	30893	2613
461	30952	2545
462	31006	2477
463	31075	2410
464	31135	2343
465	31198	2276
466	31268	2209
467	31333	2142
468	31408	2076
469	31467	2008
470	31546	1942
471	31658	1878
472	31734	1811
473	31848	1746
474	31934	1680
475	32001	1613
476	32074	1546
477	32142	1479
478	32210	1412
479	32274	1344
480	32326	1276
481	32387	1209
482	32431	1141
483	32480	1073
484	32532	1006
485	32575	938
486	32636	871
487	32697	804
488	32741	736
489	32786	669
490	32833	601
491	32885	534
492	32931	467
493	32983	400
494	33044	333
495	33181	267
496	33235	200
497	33275	133
498	33332	66
499	33382	0
