iter	RMSE
0	472.1306809
1	451.1806378
2	433.4253153
3	415.0981215
4	399.8358262
5	383.8386988
6	368.9069025
7	353.5390138
8	339.2868289
9	324.5443946
10	311.3630466
11	298.3160897
12	287.4133593
13	275.6884378
14	265.0024871
15	254.2112649
16	244.9756492
17	234.6599251
18	225.2880585
19	216.6158286
20	207.8017785
21	200.0052393
22	193.1485418
23	185.66502
24	178.4122125
25	171.7738911
26	165.7739815
27	160.0850638
28	154.5942865
29	149.2465535
30	144.0115491
31	138.8479934
32	134.3282243
33	129.4166824
34	124.9523677
35	121.3602534
36	117.659027
37	114.0799392
38	110.6983836
39	107.6055802
40	104.7731418
41	101.6776919
42	98.87227409
43	96.17079341
44	93.6822843
45	91.45416727
46	89.29884965
47	87.09317892
48	85.10470896
49	83.22024273
50	81.59910286
51	79.88992256
52	78.35507486
53	77.01634741
54	75.52819662
55	74.06043815
56	72.93697664
57	71.80811901
58	70.75704743
59	69.76739579
60	68.83230405
61	67.97261683
62	67.048069
63	66.25062751
64	65.4033001
65	64.67081225
66	63.99077036
67	63.28194777
68	62.67179563
69	62.07640815
70	61.5656513
71	61.09767844
72	60.57914639
73	60.136877
74	59.56061664
75	59.09417814
76	58.675107
77	58.35635919
78	57.89154212
79	57.58423608
80	57.2326457
81	56.88896592
82	56.60087519
83	56.19396286
84	55.84634073
85	55.64971203
86	55.42804878
87	55.15615999
88	54.87535317
89	54.65524304
90	54.39620784
91	54.23594558
92	54.04098598
93	53.75391121
94	53.57123198
95	53.41654127
96	53.22152064
97	53.06589128
98	52.92270984
99	52.58639797
100	52.40228123
101	52.26110861
102	52.06877779
103	51.83121912
104	51.68518113
105	51.58396799
106	51.37531914
107	51.1886237
108	51.09269341
109	50.890564
110	50.72219735
111	50.54614471
112	50.35205569
113	50.12416538
114	50.01916213
115	49.77747735
116	49.63631123
117	49.4797108
118	49.32161323
119	49.12612263
120	48.93998158
121	48.8279485
122	48.71128766
123	48.61823846
124	48.4875712
125	48.37311117
126	48.26486716
127	48.15266176
128	48.07615319
129	47.98597268
130	47.87644482
131	47.74281793
132	47.6377373
133	47.51709925
134	47.41366674
135	47.28248393
136	47.18515577
137	47.05835217
138	46.96364749
139	46.82139965
140	46.72075999
141	46.56470071
142	46.45865487
143	46.35230218
144	46.2568398
145	46.09470856
146	45.99314706
147	45.91467429
148	45.8399608
149	45.76469048
150	45.69219212
151	45.61333959
152	45.54408982
153	45.458901
154	45.32781857
155	45.14520035
156	45.05970903
157	44.98624211
158	44.88957867
159	44.79705694
160	44.75601367
161	44.68769634
162	44.56693627
163	44.50208138
164	44.43528455
165	44.32787765
166	44.17066079
167	44.08442162
168	43.99575687
169	43.870734
170	43.80440946
171	43.69854287
172	43.58504058
173	43.51519245
174	43.43337047
175	43.38036654
176	43.32072724
177	43.28037196
178	43.20568822
179	43.10721272
180	42.98962088
181	42.92439005
182	42.8957269
183	42.81374409
184	42.77863254
185	42.73776196
186	42.67505322
187	42.60681714
188	42.48705434
189	42.42319935
190	42.3581787
191	42.32963505
192	42.23524259
193	42.1594965
194	42.03300143
195	41.95265756
196	41.8714013
197	41.83628308
198	41.71990462
199	41.66978603
200	41.52324062
201	41.44015359
202	41.34322728
203	41.22273862
204	41.16667505
205	41.05446753
206	41.0227834
207	40.93326482
208	40.86398624
209	40.83846856
210	40.77323601
211	40.72686418
212	40.54981457
213	40.51687939
214	40.43644002
215	40.41375258
216	40.31960474
217	40.26010415
218	40.19033492
219	40.11521739
220	40.04006947
221	40.0114903
222	39.96040119
223	39.87256625
224	39.7669235
225	39.63998082
226	39.55760634
227	39.53551688
228	39.48074098
229	39.38244962
230	39.32495171
231	39.24156165
232	39.22011893
233	39.15633142
234	39.09309098
235	39.01666616
236	38.96393927
237	38.91983108
238	38.85241773
239	38.77301899
240	38.73642063
241	38.64377128
242	38.58718005
243	38.49649314
244	38.44242712
245	38.39222167
246	38.32823643
247	38.2797296
248	38.18809271
249	38.12603661
250	38.05708801
251	37.99255198
252	37.95085847
253	37.90978076
254	37.80341862
255	37.70936371
256	37.60254909
257	37.56041578
258	37.47286239
259	37.4552315
260	37.41313142
261	37.37556259
262	37.3153875
263	37.21316873
264	37.14618255
265	37.08621079
266	37.00651529
267	36.94078429
268	36.88493374
269	36.77643438
270	36.71200141
271	36.64804239
272	36.62970007
273	36.57775063
274	36.5292274
275	36.48669141
276	36.44473349
277	36.39483974
278	36.30929471
279	36.27477366
280	36.24726505
281	36.19980355
282	36.14655004
283	36.10834405
284	36.06141383
285	36.00245745
286	35.94358919
287	35.86212461
288	35.82277611
289	35.80334321
290	35.79202044
291	35.74095293
292	35.71341184
293	35.66430286
294	35.63124451
295	35.57726719
296	35.54031799
297	35.4754358
298	35.40559321
299	35.32962505
300	35.27545024
301	35.2407879
302	35.15828322
303	35.07536994
304	35.03872919
305	35.00501269
306	34.94349447
307	34.91213571
308	34.876182
309	34.844284
310	34.81057322
311	34.7529024
312	34.71167831
313	34.64656928
314	34.60110924
315	34.51100386
316	34.42585321
317	34.39590445
318	34.32375164
319	34.2915752
320	34.24105627
321	34.1930947
322	34.14957434
323	34.08389992
324	34.03046288
325	33.97132635
326	33.9176933
327	33.86040407
328	33.81999282
329	33.76414196
330	33.6800182
331	33.61057006
332	33.55527769
333	33.50634313
334	33.44725325
335	33.38341357
336	33.35126261
337	33.29667809
338	33.23444069
339	33.13153044
340	33.07267653
341	33.04990585
342	32.98917787
343	32.94830595
344	32.88036249
345	32.84018402
346	32.7483396
347	32.71418577
348	32.68638291
349	32.63894743
350	32.57995016
351	32.52977624
352	32.47980794
353	32.47046639
354	32.41537813
355	32.370475
356	32.34764964
357	32.30781333
358	32.26773585
359	32.22521763
360	32.15745528
361	32.11678709
362	32.08221912
363	32.03611821
364	32.01594917
365	31.91716598
366	31.88201898
367	31.82118083
368	31.78538491
369	31.72374186
370	31.67322604
371	31.63720244
372	31.61829944
373	31.55611552
374	31.49021577
375	31.4416863
376	31.39756245
377	31.36225251
378	31.31993909
379	31.30743407
