iter	Passed	Remaining
196	14040	21595
197	14109	21520
198	14190	21463
199	14255	21382
200	14334	21323
201	14408	21256
202	14483	21189
203	14551	21114
204	14606	21018
205	14660	20923
206	14723	20839
207	14766	20730
208	14811	20622
209	14857	20517
210	14904	20414
211	14955	20317
212	15000	20212
213	15085	20161
214	15172	20111
215	15238	20035
216	15314	19971
217	15374	19887
218	15456	19832
219	15533	19769
220	15587	19678
221	15635	19579
222	15688	19487
223	15769	19430
224	15845	19366
225	15922	19303
226	15972	19209
227	16018	19109
228	16068	19015
229	16117	18920
230	16172	18832
231	16227	18745
232	16287	18664
233	16342	18577
234	16397	18490
235	16450	18402
236	16504	18315
237	16570	18241
238	16667	18202
239	16742	18137
240	16812	18068
241	16885	18001
242	16948	17924
243	17009	17846
244	17074	17770
245	17123	17680
246	17181	17598
247	17240	17518
248	17305	17444
249	17357	17357
250	17411	17272
251	17455	17178
252	17496	17081
253	17544	16991
254	17595	16905
255	17654	16827
256	17756	16788
257	17853	16746
258	17948	16701
259	18037	16649
260	18121	16593
261	18201	16533
262	18284	16476
263	18375	16426
264	18456	16367
265	18543	16312
266	18610	16240
267	18683	16173
268	18748	16100
269	18798	16013
270	18855	15933
271	18912	15853
272	18968	15772
273	19023	15691
274	19080	15611
275	19128	15524
276	19180	15441
277	19229	15355
278	19280	15272
279	19334	15191
280	19394	15115
281	19447	15034
282	19500	14952
283	19562	14878
284	19616	14798
285	19664	14713
286	19713	14630
287	19765	14549
288	19814	14466
289	19861	14382
290	19913	14302
291	19985	14236
292	20033	14153
293	20084	14073
294	20137	13994
295	20188	13913
296	20236	13831
297	20296	13757
298	20358	13685
299	20459	13639
300	20518	13565
301	20563	13482
302	20620	13406
303	20663	13322
304	20710	13241
305	20768	13167
306	20825	13091
307	20877	13014
308	20935	12940
309	20984	12861
310	21032	12781
311	21087	12706
312	21139	12629
313	21188	12551
314	21238	12473
315	21296	12400
316	21348	12324
317	21403	12249
318	21458	12175
319	21506	12097
320	21562	12023
321	21616	11949
322	21666	11872
323	21714	11795
324	21774	11724
325	21827	11650
326	21890	11581
327	21943	11506
328	21998	11433
329	22054	11361
330	22113	11290
331	22167	11217
332	22221	11144
333	22264	11065
334	22315	10991
335	22371	10919
336	22434	10851
337	22483	10776
338	22534	10702
339	22583	10627
340	22635	10554
341	22741	10506
342	22794	10433
343	22838	10356
344	22890	10284
345	22936	10208
346	22985	10134
347	23032	10060
348	23092	9991
349	23151	9921
350	23202	9849
351	23259	9779
352	23309	9706
353	23362	9635
354	23417	9564
355	23461	9490
356	23507	9416
357	23551	9341
358	23595	9267
359	23645	9195
360	23701	9126
361	23750	9053
362	23805	8984
363	23858	8914
364	23909	8843
365	23959	8772
366	24015	8702
367	24059	8630
368	24109	8559
369	24168	8491
370	24216	8420
371	24260	8347
372	24315	8279
373	24366	8208
374	24412	8137
375	24463	8067
376	24516	7998
377	24570	7930
378	24621	7860
379	24681	7794
380	24726	7723
381	24773	7652
382	24824	7583
383	24873	7513
384	24934	7447
385	25033	7393
386	25080	7323
387	25133	7254
388	25181	7185
389	25223	7114
390	25277	7046
391	25330	6978
392	25383	6910
393	25440	6844
394	25503	6779
395	25564	6713
396	25619	6646
397	25667	6578
398	25715	6509
399	25770	6442
400	25822	6375
401	25867	6306
402	25927	6240
403	25976	6172
404	26021	6103
405	26072	6036
406	26122	5968
407	26169	5900
408	26220	5833
409	26275	5767
410	26327	5701
411	26379	5634
412	26433	5568
413	26483	5501
414	26532	5434
415	26588	5368
416	26634	5301
417	26690	5235
418	26752	5171
419	26804	5105
420	26853	5039
421	26907	4973
422	26956	4906
423	27005	4840
424	27061	4775
425	27112	4709
426	27164	4644
427	27231	4581
428	27369	4529
429	27412	4462
430	27456	4395
431	27516	4331
432	27562	4264
433	27613	4199
434	27669	4134
435	27718	4068
436	27768	4003
437	27824	3938
438	27876	3873
439	27933	3809
440	27991	3744
441	28040	3679
442	28092	3614
443	28145	3549
444	28187	3483
445	28237	3418
446	28287	3353
447	28340	3289
448	28396	3225
449	28456	3161
450	28512	3097
451	28568	3033
452	28622	2969
453	28669	2904
454	28716	2840
455	28810	2779
456	28942	2723
457	28989	2658
458	29019	2592
459	29062	2527
460	29118	2463
461	29168	2399
462	29203	2333
463	29258	2270
464	29317	2206
465	29372	2143
466	29428	2079
467	29476	2015
468	29536	1952
469	29640	1891
470	29697	1828
471	29740	1764
472	29788	1700
473	29840	1636
474	29891	1573
475	29949	1510
476	30004	1446
477	30058	1383
478	30115	1320
479	30169	1257
480	30225	1193
481	30289	1131
482	30340	1067
483	30397	1004
484	30455	941
485	30507	878
486	30566	815
487	30619	752
488	30675	690
489	30738	627
490	30801	564
491	30851	501
492	30909	438
493	30962	376
494	31015	313
495	31076	250
496	31131	187
497	31183	125
498	31288	62
499	31369	0
