iter	RMSE
0	469.5104087
1	451.6624887
2	431.738637
3	412.5315127
4	395.0674049
5	379.7184102
6	364.9794825
7	349.9725351
8	335.085953
9	320.966585
10	308.5347727
11	294.8803888
12	283.6180763
13	273.0134699
14	262.4671202
15	251.341082
16	241.080081
17	231.8397932
18	222.9161558
19	214.1704684
20	205.8786694
21	197.5032617
22	190.4284241
23	183.2885725
24	176.4416287
25	170.1380538
26	164.1990057
27	158.5202601
28	152.7632889
29	147.1110096
30	141.9525271
31	137.2824011
32	132.7863696
33	128.3023221
34	124.2725687
35	120.5064807
36	117.2414007
37	113.8746773
38	110.4452171
39	107.3614481
40	104.551199
41	101.7298134
42	99.19233019
43	96.51566283
44	93.93638473
45	91.7509318
46	89.55556804
47	87.55209153
48	85.70287687
49	83.86800877
50	82.28266945
51	80.63898112
52	79.29393598
53	77.94806874
54	76.61927519
55	75.41544601
56	74.34634772
57	73.23667979
58	72.18611348
59	71.18363562
60	70.38841564
61	69.549796
62	68.7321798
63	67.89375003
64	67.15933066
65	66.57439037
66	66.05949043
67	65.46012794
68	64.91121249
69	64.32566034
70	63.85705636
71	63.37190614
72	62.83858208
73	62.43825313
74	62.03096889
75	61.71993542
76	61.34814055
77	61.04554793
78	60.76238142
79	60.38383961
80	60.04419379
81	59.68890466
82	59.49421716
83	59.12762107
84	58.86833771
85	58.59302543
86	58.35347233
87	58.10822948
88	57.91931558
89	57.68256822
90	57.54144663
91	57.39085634
92	57.18435519
93	57.06411294
94	56.86261028
95	56.69354411
96	56.47156118
97	56.28911225
98	56.12443066
99	55.97283201
100	55.81246725
101	55.63898982
102	55.4935566
103	55.32494073
104	55.18293405
105	55.08368627
106	54.8865958
107	54.7182927
108	54.58628748
109	54.40718543
110	54.23409873
111	54.03486055
112	53.93149841
113	53.82924251
114	53.69395387
115	53.54453863
116	53.41771131
117	53.36535043
118	53.29352734
119	53.17157814
120	53.06646305
121	52.95534881
122	52.76799679
123	52.67925491
124	52.54726116
125	52.42562147
126	52.27719127
127	52.14799638
128	52.02417576
129	51.91243263
130	51.78155878
131	51.67991734
132	51.59654641
133	51.50622692
134	51.41228874
135	51.33039247
136	51.25421455
137	51.08312065
138	50.93122941
139	50.80695026
140	50.62451352
141	50.5605807
142	50.44679839
143	50.34427092
144	50.25675724
145	50.0886738
146	50.00284312
147	49.89294639
148	49.77715389
149	49.73152568
150	49.65636301
151	49.5548101
152	49.42473776
153	49.36770866
154	49.26066282
155	49.17765519
156	49.0825287
157	49.0411998
158	48.90901791
159	48.79847196
160	48.74791576
161	48.66929689
162	48.59148377
163	48.48507096
164	48.44793469
165	48.33564692
166	48.31671138
167	48.30044707
168	48.22348987
169	48.06948772
170	48.00491086
171	47.89604691
172	47.79213269
173	47.64196406
174	47.6176365
175	47.48134458
176	47.45808618
177	47.40110564
178	47.34726737
179	47.21457044
180	47.11094546
181	47.01313427
182	46.89304832
183	46.74177199
184	46.68602946
185	46.63596195
186	46.47093773
187	46.42078817
188	46.39600747
189	46.28759414
190	46.23286851
191	46.18729055
192	46.10366262
193	46.02166893
194	45.95943265
195	45.86811335
196	45.8410404
197	45.72267002
198	45.6939212
199	45.66582495
200	45.63998241
201	45.54966463
202	45.52317931
203	45.43886192
204	45.3289217
205	45.27644172
206	45.23115875
207	45.13420234
208	45.01380257
209	44.91505988
210	44.8718706
211	44.8451111
212	44.73579831
213	44.71259543
214	44.60838639
215	44.58340302
216	44.55904261
217	44.50461469
218	44.47640417
219	44.45311171
220	44.34902205
221	44.32625817
222	44.30405189
223	44.21635262
224	44.12970964
225	44.01184034
226	43.96759117
227	43.85986579
228	43.83810459
229	43.79767815
230	43.62473321
231	43.57485513
232	43.5267964
233	43.48506228
234	43.45487969
235	43.41181577
236	43.34526018
237	43.2485714
238	43.11670679
239	43.02048065
240	42.95775584
241	42.89039424
242	42.84295465
243	42.77960476
244	42.76087523
245	42.74260876
246	42.71540572
247	42.66934858
248	42.63524823
249	42.57580464
250	42.42500765
251	42.38947176
252	42.28911453
253	42.18415334
254	42.0973514
255	42.00989551
256	41.97412282
257	41.93479458
258	41.84146627
259	41.76329635
260	41.69866579
261	41.62557826
262	41.58673506
263	41.57014915
264	41.42505295
265	41.33433889
266	41.23310621
267	41.20036011
268	41.16154217
269	41.0449058
270	41.01087007
271	40.97448566
272	40.89528178
273	40.8004731
274	40.76961403
275	40.7535001
276	40.70665683
277	40.63018828
278	40.58377828
279	40.5173829
280	40.5023763
281	40.42775655
282	40.37771947
283	40.32165413
284	40.30692523
285	40.21871312
286	40.09907525
287	40.0594846
288	39.9962414
289	39.96298837
290	39.9310155
291	39.8177979
292	39.75382696
293	39.63398508
294	39.5704052
295	39.50312012
296	39.38542574
297	39.30557056
298	39.27586521
299	39.21489407
300	39.16681026
301	39.15391004
302	39.05573383
303	38.971133
304	38.93306742
305	38.85995651
306	38.83299058
307	38.71462765
308	38.60129044
309	38.5816686
310	38.55096016
311	38.52993443
312	38.51654637
313	38.4418118
314	38.35702253
315	38.33032805
316	38.31063156
317	38.22158119
318	38.1655581
319	38.10186857
320	38.02804606
321	37.97212686
322	37.9169959
323	37.86010165
324	37.79039627
325	37.76206958
326	37.70318952
327	37.68917448
328	37.6747019
329	37.58282989
330	37.51357005
331	37.44298372
332	37.33621092
333	37.29612387
334	37.22797882
335	37.20237136
336	37.17842881
337	37.1161254
338	37.06605963
339	37.00164425
340	36.92094413
341	36.85120235
342	36.78655467
343	36.74307044
344	36.71977621
345	36.69538156
346	36.67632417
347	36.61444782
348	36.51563998
349	36.43673652
350	36.3330251
351	36.24893523
352	36.16385388
353	36.1175297
354	36.08959209
355	36.04278963
356	35.96797811
357	35.95637528
358	35.87411011
359	35.79534711
360	35.7347552
361	35.67121645
362	35.65948666
363	35.61057376
364	35.60543231
