iter	Passed	Remaining
280	18006	14033
281	18060	13961
282	18119	13893
283	18171	13820
284	18223	13747
285	18275	13674
286	18352	13620
287	18475	13600
288	18604	13582
289	18683	13529
290	18891	13567
291	18983	13522
292	19108	13500
293	19187	13444
294	19245	13374
295	19306	13305
296	19365	13236
297	19423	13166
298	19520	13122
299	19596	13064
300	19684	13013
301	19775	12965
302	19890	12931
303	19989	12888
304	20061	12826
305	20130	12762
306	20194	12695
307	20246	12621
308	20326	12564
309	20409	12508
310	20523	12472
311	20600	12413
312	20676	12353
313	20771	12304
314	20847	12243
315	20938	12191
316	21053	12153
317	21184	12124
318	21252	12058
319	21321	11993
320	21391	11928
321	21447	11856
322	21503	11783
323	21553	11708
324	21596	11629
325	21640	11550
326	21697	11479
327	21748	11404
328	21800	11331
329	21869	11265
330	21927	11195
331	21976	11120
332	22029	11048
333	22076	10971
334	22152	10910
335	22231	10851
336	22320	10795
337	22393	10733
338	22480	10676
339	22573	10622
340	22672	10571
341	22773	10521
342	22835	10452
343	22897	10383
344	22960	10315
345	23020	10245
346	23090	10181
347	23149	10111
348	23209	10041
349	23274	9974
350	23365	9918
351	23458	9863
352	23524	9796
353	23583	9726
354	23633	9652
355	23687	9581
356	23747	9512
357	23801	9440
358	23847	9366
359	23909	9298
360	23959	9225
361	24015	9155
362	24095	9094
363	24185	9036
364	24272	8977
365	24362	8919
366	24438	8856
367	24498	8787
368	24571	8723
369	24611	8647
370	24660	8574
371	24729	8508
372	24777	8436
373	24836	8367
374	24891	8297
375	24942	8225
376	25000	8156
377	25065	8089
378	25150	8029
379	25255	7975
380	25344	7915
381	25439	7858
382	25530	7799
383	25630	7742
384	25818	7712
385	25906	7651
386	25976	7584
387	26035	7515
388	26111	7450
389	26173	7382
390	26236	7313
391	26287	7242
392	26330	7168
393	26379	7097
394	26439	7028
395	26493	6957
396	26547	6887
397	26608	6819
398	26666	6750
399	26723	6680
400	26779	6611
401	26827	6540
402	26879	6469
403	26933	6400
404	26996	6332
405	27053	6263
406	27102	6192
407	27153	6122
408	27199	6051
409	27252	5982
410	27307	5913
411	27360	5843
412	27413	5774
413	27472	5706
414	27526	5637
415	27589	5570
416	27641	5501
417	27699	5433
418	27757	5366
419	27813	5297
420	27868	5229
421	27934	5163
422	27988	5094
423	28127	5041
424	28182	4973
425	28227	4903
426	28277	4834
427	28322	4764
428	28364	4694
429	28415	4625
430	28465	4557
431	28514	4488
432	28569	4420
433	28618	4352
434	28667	4283
435	28722	4216
436	28770	4147
437	28819	4079
438	28873	4012
439	28924	3944
440	28972	3876
441	29024	3808
442	29080	3741
443	29136	3674
444	29194	3608
445	29253	3541
446	29307	3474
447	29363	3408
448	29419	3341
449	29474	3274
450	29534	3208
451	29583	3141
452	29628	3074
453	29681	3007
454	29729	2940
455	29779	2873
456	29836	2807
457	29881	2740
458	29935	2674
459	29993	2608
460	30051	2542
461	30103	2476
462	30155	2409
463	30210	2343
464	30269	2278
465	30334	2213
466	30419	2149
467	30476	2083
468	30516	2017
469	30566	1951
470	30615	1885
471	30662	1818
472	30710	1753
473	30757	1687
474	30809	1621
475	30856	1555
476	30904	1490
477	30959	1424
478	31010	1359
479	31069	1294
480	31136	1229
481	31198	1165
482	31258	1100
483	31326	1035
484	31385	970
485	31450	905
486	31511	841
487	31573	776
488	31638	711
489	31702	646
490	31764	582
491	31832	517
492	31900	452
493	31968	388
494	32031	323
495	32103	258
496	32169	194
497	32234	129
498	32293	64
499	32341	0
