iter	Passed	Remaining
399	29953	7488
400	30065	7422
401	30156	7351
402	30276	7287
403	30422	7229
404	30534	7162
405	30637	7093
406	30743	7025
407	30813	6948
408	30881	6870
409	30957	6795
410	31042	6722
411	31176	6659
412	31276	6588
413	31361	6514
414	31475	6446
415	31561	6373
416	31645	6298
417	31727	6224
418	31796	6146
419	31866	6069
420	31914	5988
421	31963	5907
422	32014	5827
423	32062	5747
424	32111	5666
425	32191	5592
426	32311	5523
427	32449	5458
428	32554	5387
429	32654	5315
430	32735	5240
431	32810	5164
432	32869	5085
433	32922	5006
434	32973	4927
435	33031	4848
436	33075	4768
437	33122	4688
438	33167	4608
439	33234	4531
440	33290	4453
441	33349	4376
442	33407	4298
443	33460	4220
444	33509	4141
445	33571	4064
446	33623	3986
447	33722	3914
448	33803	3839
449	33884	3764
450	33970	3690
451	34055	3616
452	34127	3540
453	34209	3466
454	34253	3387
455	34302	3309
456	34344	3231
457	34393	3154
458	34442	3076
459	34502	3000
460	34571	2924
461	34633	2848
462	34702	2773
463	34808	2700
464	34882	2625
465	34929	2548
466	34973	2471
467	35029	2395
468	35077	2318
469	35128	2242
470	35182	2166
471	35251	2091
472	35306	2015
473	35356	1939
474	35401	1863
475	35451	1787
476	35528	1713
477	35616	1639
478	35707	1565
479	35792	1491
480	35879	1417
481	35961	1342
482	36048	1268
483	36130	1194
484	36222	1120
485	36314	1046
486	36407	971
487	36489	897
488	36578	822
489	36663	748
490	36747	673
491	36793	598
492	36841	523
493	36900	448
494	36955	373
495	37009	298
496	37132	224
497	37190	149
498	37249	74
499	37298	0
