iter	RMSE
0	477.7999355
1	458.5026927
2	438.2926558
3	418.4821326
4	400.7487058
5	385.0998882
6	370.0925223
7	354.7384561
8	340.1783898
9	325.778379
10	313.3141715
11	299.6153946
12	288.0472306
13	277.3222845
14	266.893396
15	255.4763972
16	245.0160127
17	235.4868533
18	226.3036115
19	217.667604
20	209.1313461
21	200.4531427
22	193.2805605
23	186.5045018
24	179.4252036
25	172.9373054
26	166.9317513
27	161.0666286
28	155.4298131
29	150.1183762
30	144.8120394
31	140.1195786
32	136.107117
33	131.4791421
34	127.2055859
35	122.9695301
36	119.1546519
37	115.4574561
38	112.1208454
39	108.9654521
40	105.8319188
41	103.2563904
42	100.3686755
43	98.00282063
44	95.62414437
45	93.60391501
46	91.47371973
47	89.44592654
48	87.5268165
49	85.78176117
50	84.01171166
51	82.43763547
52	80.89186932
53	79.51177745
54	78.27910852
55	77.10830843
56	75.75178278
57	74.50159734
58	73.37513583
59	72.33802077
60	71.41530477
61	70.56207263
62	69.75454863
63	68.99256508
64	68.32357292
65	67.60832798
66	66.90372575
67	66.21987973
68	65.60881838
69	65.10127346
70	64.5086729
71	63.93372511
72	63.49452821
73	63.04904823
74	62.67040362
75	62.25253555
76	61.89195441
77	61.59295287
78	61.21085933
79	60.80304429
80	60.46156639
81	60.10938057
82	59.76349146
83	59.29948048
84	59.06044966
85	58.90879275
86	58.6450436
87	58.30451262
88	58.09201917
89	57.8906734
90	57.6935271
91	57.5087115
92	57.30447797
93	57.13579058
94	56.88898855
95	56.74962187
96	56.59038702
97	56.41982504
98	56.24927714
99	56.04478178
100	55.86579973
101	55.67588639
102	55.48807839
103	55.35022781
104	55.17892682
105	55.03120595
106	54.807254
107	54.67405735
108	54.55104715
109	54.44370785
110	54.32839783
111	54.15078346
112	53.99101072
113	53.84276107
114	53.71151179
115	53.60226656
116	53.51679577
117	53.41443285
118	53.36476638
119	53.25383539
120	53.18371679
121	53.07929384
122	52.9635894
123	52.87343822
124	52.69738908
125	52.56408516
